Filename,WindSpeed,Power,Thrust,Ct,Samples
case_Dir0_Ang0_Spd7p6.out,7.6000000000000005,1422.8097095145242,335.8780260986951,0.7614078377815877,20001
case_Dir0_Ang0_Spd7p7.out,7.7,1480.1388930553471,343.59807509624517,0.7588085350643508,20001
case_Dir0_Ang0_Spd7p8.out,7.8,1538.96405179741,351.45393730313486,0.7563836682173302,20001
case_Dir0_Ang0_Spd7p9.out,7.8999999999999995,1599.5286235688216,359.3838808059597,0.7539930571964414,20001
case_Dir0_Ang0_Spd8p0.out,8.0,1664.174791260437,367.4552822358882,0.7517742675771556,20001
case_Dir0_Ang0_Spd8p1.out,8.1,1727.49992500375,376.4818509074546,0.7513407474698836,20001
case_Dir0_Ang0_Spd8p2.out,8.200000000000001,1791.2569371531424,385.74475776211193,0.751164860349003,20001
case_Dir0_Ang0_Spd8p3.out,8.299999999999999,1856.6122193890305,395.1179741012949,0.7509889329289123,20001
case_Dir0_Ang0_Spd8p4.out,8.4,1923.491225438728,404.5655067246638,0.7507463255765953,20001
case_Dir0_Ang0_Spd8p5.out,8.5,1991.9746012699366,414.1155192240388,0.7504929038115882,20001
case_Dir0_Ang0_Spd8p6.out,8.6,2062.0997950102496,423.80193490325485,0.7502896716310344,20001
case_Dir0_Ang0_Spd8p7.out,8.700000000000001,2133.81195940203,433.526018699065,0.7499625853308765,20001
case_Dir0_Ang0_Spd8p8.out,8.799999999999999,2207.1599920004,443.3751512424379,0.7496679439839765,20001
case_Dir0_Ang0_Spd8p9.out,8.9,2282.152842357882,453.32137393130347,0.7493576036990093,20001
case_Dir0_Ang0_Spd9p0.out,9.0,2358.8075596220187,463.35186240687955,0.7490120928289292,20001
case_Dir0_Ang0_Spd9p1.out,9.1,2437.145242737863,473.5078446077695,0.7486991310466826,20001
case_Dir0_Ang0_Spd9p2.out,9.200000000000001,2517.166391680416,483.74561271936403,0.7483492365328266,20001
case_Dir0_Ang0_Spd9p3.out,9.299999999999999,2598.953202339883,494.07895605219744,0.7479858719721083,20001
case_Dir0_Ang0_Spd9p4.out,9.4,2682.398030098495,504.470001499925,0.7475540075256644,20001
case_Dir0_Ang0_Spd9p5.out,9.5,2767.5601719914002,514.9792460376981,0.7471459589683077,20001
case_Dir0_Ang0_Spd9p6.out,9.6,2854.499625018749,525.5845257737113,0.7467290371686537,20001
case_Dir0_Ang0_Spd9p7.out,9.700000000000001,2943.1590920453978,536.2225238738063,0.746215935634934,20001
case_Dir0_Ang0_Spd9p8.out,9.799999999999999,3033.5925703714815,547.010794460277,0.7457730420215128,20001
case_Dir0_Ang0_Spd9p9.out,9.9,3125.846357682116,557.8976501174941,0.7453273847294253,20001
